Year,Année,ISO,Jurisdiction,Juridiction,Category,Catégorie,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Volume (cubic metres) (En),Data qualifier,Volume (en mètre cube) (Fr),Qualificatifs de données
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,13847382,a,13847382,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,1846200,a,1846200,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,1947136,a,1947136,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,894700,a,894700,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,3353656,a,3353656,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,2507600,a,2507600,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,434447,a,434447,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,1707700,a,1707700,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,85448,a,85448,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,12200,a,12200,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,3261,a,3261,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,600,a,600,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,1408,a,1408,a
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,38637,a,38637,a
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,2123000,e,2123000,e
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,253,a,253,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1991,1991,QC,Quebec,Québec,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,112345,a,112345,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,20703,a,20703,a
1991,1991,QC,Quebec,Québec,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,0,a,0,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1991,1991,QC,Quebec,Québec,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,6585,a,6585,a
1991,1991,QC,Quebec,Québec,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,1002553,a,1002553,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,295000,a,295000,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,9295,a,9295,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,597545,a,597545,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,18228,a,18228,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,720184,a,720184,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,131876,a,131876,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,45251,a,45251,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,312,a,312,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,48532,a,48532,a
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,31811,a,31811,a
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,13476,a,13476,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,2143,a,2143,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,41016,e,41016,e
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1991,1991,SK,Saskatchewan,Saskatchewan,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,38479,a,38479,a
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,1905,a,1905,a
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,3,a,3,a
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,37956,a,37956,a
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,301,a,301,a
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,n,,n
1991,1991,YT,Yukon,Yukon,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,9217469,a,9217469,a
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,661200,a,661200,a
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,1533731,a,1533731,a
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,366300,a,366300,a
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,1526241,a,1526241,a
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,1082041,a,1082041,a
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,23540,a,23540,a
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,23,a,23,a
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,21858,a,21858,a
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,11890,a,11890,a
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,50000,e,50000,e
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,0,a,0,a
1992,1992,AB,Alberta,Alberta,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,99300,e,99300,e
1992,1992,AB,Alberta,Alberta,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,71348096,a,71348096,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,5854643,a,5854643,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,613657,a,613657,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,520541,a,520541,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,171369,a,171369,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,10487,a,10487,a
1992,1992,BC,British Columbia,Colombie-Britannique,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,10486,a,10486,a
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,7243,a,7243,a
1992,1992,BC,British Columbia,Colombie-Britannique,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,42334,a,42334,a
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,103,a,103,a
1992,1992,BC,British Columbia,Colombie-Britannique,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,521848,a,521848,a
1992,1992,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,,u,,u
1992,1992,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,35922,a,35922,a
