Name,Comment,Time,Likes,Reply Count,cleaned_comments
@ZealousWins,"Man... It really is tragic to witness so much wilderness and nature destroyed, and so much life extinguished. What can one do to reduce the number of fires from occurring in the first place?",2023-07-23T10:40:23Z,0,2.0,man it really is tragic to witness so much wilderness and nature destroyed and so much life extinguished what can one do to reduce the number of fires from occurring in the first place
@jawstrock2215,"Not much, forest fire is part of the life cycle.
Dry air, with no rain for long periods, hot/warm temperature, and then any kind of spark could start one, and make it spread. Add in dense forest and you get the perfect wildfire cocktail.",2023-07-24T02:19:32Z,0,,not much forest fire is part of the life cycle dry air with no rain for long periods hot warm temperature and then any kind of spark could start one and make it spread add in dense forest and you get the perfect wildfire cocktail
@ZealousWins,"@@jawstrock2215 Yeah, you've got a point. It's just that they seem more common nowadays.",2023-07-24T02:24:13Z,0,,yeah you ve got a point it s just that they seem more common nowadays
@stevebeydler7589,Didnt see a whole a lot of women firefighters,2023-07-23T10:33:10Z,1,2.0,didnt see a whole a lot of women firefighters
@acl5173,One of the firefighters killed out west was a 19-year-old woman,2023-08-03T15:29:33Z,0,,one of the firefighters killed out west was a 19 year old woman
@stevebeydler7589,Canada west?,2023-08-03T20:48:18Z,0,,canada west
@deputydillhole,"""Officials can't stop it"" - the officials that started it",2023-07-23T10:31:48Z,3,0.0,officials can t stop it the officials that started it
@Paul-li9hq,"""See - we told you: fossil fuel is causing irreparable damage to the climate and planet as temperatures rise!"" scream the activists...

Funny thing is...
There are records of a megadrought in 1540 in Europe - this was a huge climatic event in Europe. 
Was that the fault of fossil fuels and co2 as well? Even though it was some 300 YEARS before Edwin Drake completed the first drilled oil well—often seen as the beginning of the modern oil era—at Oil Creek near Titusville, Pennsylvania on August 27, 1859.

If you look back through even reasonably recent history, the planet has been hit by huge droughts and mini ice-ages... massive climate shifts... all long before fossil fuels/cars/etc.",2023-07-23T10:23:33Z,0,0.0,see we told you fossil fuel is causing irreparable damage to the climate and planet as temperatures rise scream the activists funny thing is there are records of a megadrought in 1540 in europe this was a huge climatic event in europe was that the fault of fossil fuels and co2 as well even though it was some 300 years before edwin drake completed the first drilled oil well often seen as the beginning of the modern oil era at oil creek near titusville pennsylvania on august 27 1859 if you look back through even reasonably recent history the planet has been hit by huge droughts and mini ice ages massive climate shifts all long before fossil fuels cars etc
@mar145gh7,Burn baby burn 😂. Ya it was intentionally set off,2023-07-23T10:09:35Z,0,0.0,burn baby burn ya it was intentionally set off
@leonpresley7790,They need a thousand of those water planes dropping millions of gallons,2023-07-23T10:04:23Z,0,0.0,they need a thousand of those water planes dropping millions of gallons
@daveswita5483,How can You Leave Your Pets ??????????,2023-07-23T09:56:51Z,0,0.0,how can you leave your pets
@daveswita5483,Bad Deal 10-4,2023-07-23T09:53:31Z,0,0.0,bad deal 10 4
@mar145gh7,Someone set it on fire obviously,2023-07-23T09:46:42Z,1,0.0,someone set it on fire obviously
@whiskey4o4,"well, who'd you piss off?",2023-07-23T09:45:23Z,0,0.0,well who d you piss off
@richardrubin1763,"So sad what's happening to our planet . Mother Nature seems to have had enough. Humans are at a point of no return. When this is all over, man will be gone, and Mother Nature will start all over again  without sef serving greedy humans.",2023-07-23T09:42:50Z,0,0.0,so sad what s happening to our planet mother nature seems to have had enough humans are at a point of no return when this is all over man will be gone and mother nature will start all over again without sef serving greedy humans
@ItsSkyLOL,I wish there was a way to save all those animals...,2023-07-23T09:41:25Z,0,0.0,i wish there was a way to save all those animals
@AMYV3,I’m a few hours away in Canada but we have no smoke.   So weird they do in New York. 🤷🏼‍♀️,2023-07-23T09:38:54Z,0,0.0,i m a few hours away in canada but we have no smoke so weird they do in new york
@siredward9568,What started this shit?,2023-07-23T09:37:37Z,0,0.0,what started this shit
@mar145gh7,Ya I dont quite believe this. Seems fishy,2023-07-23T09:35:20Z,1,0.0,ya i dont quite believe this seems fishy
@noodles8203,Did they know who started it? It was environmentalist nut cases last time.,2023-07-23T09:33:43Z,0,0.0,did they know who started it it was environmentalist nut cases last time
@usmc_marsoc,Aerial burst before it gets to population,2023-07-23T09:18:28Z,0,0.0,aerial burst before it gets to population
@user-pn6yv4zc7s,Fake fires. Fear propaganda,2023-07-23T09:10:23Z,1,0.0,fake fires fear propaganda
@therealzilch,This is bad news.  The worst part is that there are still people who don't believe in global warming and oppose any attempts to counter it.,2023-07-23T08:59:17Z,0,0.0,this is bad news the worst part is that there are still people who don t believe in global warming and oppose any attempts to counter it
@kdog543,Some the comments I read said it was ATV fires or human caused it what kind of humans is Canada taking in or what beef they have to do so much damages,2023-07-23T08:58:32Z,0,0.0,some the comments i read said it was atv fires or human caused it what kind of humans is canada taking in or what beef they have to do so much damages
@user-wz8xq6xy2i,"Now, Canada  can carve out a place for their Khali-stani  comrades.",2023-07-23T08:50:53Z,0,0.0,now canada can carve out a place for their khali stani comrades
@mgmassey174,Prayers 4 all facing these fires,2023-07-23T08:45:53Z,0,0.0,prayers 4 all facing these fires
@treehuggerdeluxe5598,"21st century, flying cars, handheld supercomputers, & we still can't figure out how to stop wildfires.",2023-07-23T08:39:30Z,0,0.0,21st century flying cars handheld supercomputers we still can t figure out how to stop wildfires
@patc6146,in 2021 canadians burned dozens of churches.....  Now God is burning Canada.  PRAY FOR FORGIVENESS,2023-07-23T08:22:45Z,0,0.0,in 2021 canadians burned dozens of churches now god is burning canada pray for forgiveness
@Smoke5tack,So much for the trees saving the planet.....,2023-07-23T08:12:57Z,0,0.0,so much for the trees saving the planet
@samward166,Its a shame they start these fires to promote there agendas. Trudeu would burn every inch of canada for hes masters .,2023-07-23T07:54:33Z,1,1.0,its a shame they start these fires to promote there agendas trudeu would burn every inch of canada for hes masters
@patc6146,Trudeau is Klaus Schwab's boy,2023-07-23T08:23:29Z,1,,trudeau is klaus schwab s boy
@gregorypaul6363,"I the LORD will be their God, and my servant David will be prince among them. I the LORD have spoken.
""'I will make a covenant of peace with them and rid the land of wild beasts so that they may live in the desert and sleep in the forests in safety.
I will bless them and the places surrounding my hill. I will send down showers in season; there will be showers of blessing.
Ezekiel 34",2023-07-23T07:33:48Z,0,0.0,i the lord will be their god and my servant david will be prince among them i the lord have spoken i will make a covenant of peace with them and rid the land of wild beasts so that they may live in the desert and sleep in the forests in safety i will bless them and the places surrounding my hill i will send down showers in season there will be showers of blessing ezekiel 34
@diyfusionhelp472,Why would you even light up the forest in the first place.,2023-07-23T07:31:40Z,0,0.0,why would you even light up the forest in the first place
@tamz0309,How are there still people that do not believe in global warming?,2023-07-23T06:35:10Z,0,0.0,how are there still people that do not believe in global warming
@CaliGirl9077,Pouring water n baking soda on brush around it would probably make it go out easier and less cinder in air also clean ground n smell also...dnt know for sure ...if not water I'm sure vinegar n baking soda would probably be much better results and than you'd expect. ...🤔💭,2023-07-23T06:21:51Z,0,0.0,pouring water n baking soda on brush around it would probably make it go out easier and less cinder in air also clean ground n smell also dnt know for sure if not water i m sure vinegar n baking soda would probably be much better results and than you d expect
@ma1375,My buddy was a paid firefighter and they made him resign for a tad of mj they found when he was off duty.  Condemned and shamed him to a life of poverty over a little bit of plant matter.  Now hes 40 and not willing to help anymore even though they beg him for help.  Next time dont be dicks on the front end.  Sorry.  Wont be helping.,2023-07-23T06:12:43Z,0,0.0,my buddy was a paid firefighter and they made him resign for a tad of mj they found when he was off duty condemned and shamed him to a life of poverty over a little bit of plant matter now hes 40 and not willing to help anymore even though they beg him for help next time dont be dicks on the front end sorry wont be helping
@twothreefour234,When the devil is running your country you have to expect some flames,2023-07-23T05:57:24Z,0,1.0,when the devil is running your country you have to expect some flames
@cmccullough12C,That’s what the democrats said about Trumpy😢,2023-07-23T06:24:59Z,0,,that s what the democrats said about trumpy
@twothreefour234,Im guessing the smoke smells a lot better than New York.,2023-07-23T05:55:28Z,0,0.0,im guessing the smoke smells a lot better than new york
@rampagedingo,Pray for Canada,2023-07-23T05:48:38Z,0,0.0,pray for canada
@cjam3660,"government starts these fires tovsupirt the fire fighting programs, lol.  hello people...",2023-07-23T05:28:13Z,0,0.0,government starts these fires tovsupirt the fire fighting programs lol hello people
@Frenchieeeee,You guys are a rich country and can't freaking do more? sick of the smoke coming to the USA.,2023-07-23T04:47:23Z,0,1.0,you guys are a rich country and can t freaking do more sick of the smoke coming to the usa
@cmccullough12C,Well we thought about rounding up Americans and throwing y’all on the flames to smother the fire but our government wouldn’t allow it 😢😢,2023-07-23T06:28:05Z,0,,well we thought about rounding up americans and throwing y all on the flames to smother the fire but our government wouldn t allow it
@LUCKY1i1K7NG,"I think wee need a huge around wild areas, to deter people from entering. How are these fires being started.??",2023-07-23T04:43:58Z,0,0.0,i think wee need a huge around wild areas to deter people from entering how are these fires being started
@kittyvine823,To know he left his Pets. He sould burn....,2023-07-23T04:34:40Z,0,0.0,to know he left his pets he sould burn
@Cory_P,Fires have burned for centuries and yet no plans to divide woods have taken place. Simply pave lines in the woods by logging trees. One strip of open area at least 12 ft wide down the middle would save at least half the trees.,2023-07-23T04:23:48Z,0,0.0,fires have burned for centuries and yet no plans to divide woods have taken place simply pave lines in the woods by logging trees one strip of open area at least 12 ft wide down the middle would save at least half the trees
@nicywicy,Look at the americans once again doing something for others that they will get zero credit for.,2023-07-23T04:10:36Z,0,1.0,look at the americans once again doing something for others that they will get zero credit for
@cmccullough12C,"Many countries are trying to put the fires out,not just the USA. There still burning so can’t give credit where it’s not due. Canadians send firefighters to California fires and when there’s large snowstorms in the eastern USA we send electrical crews to help restore your power. I can keep going with all the support we give the USA when it’s needed but the difference between the countries is Canadians do it from kindness and Americans do it expecting kneel down gratitude. DISGUSTING 🤮",2023-07-23T05:58:03Z,0,,many countries are trying to put the fires out not just the usa there still burning so can t give credit where it s not due canadians send firefighters to california fires and when there s large snowstorms in the eastern usa we send electrical crews to help restore your power i can keep going with all the support we give the usa when it s needed but the difference between the countries is canadians do it from kindness and americans do it expecting kneel down gratitude disgusting
@awarinthesky,"""Canada is burning, and it's not out of the woods yet."" 🤦🏿",2023-07-23T03:34:58Z,0,0.0,canada is burning and it s not out of the woods yet
@loril.mangold8160,"That our oxygen, all those trees, this is going to change the weather pattern completely, no trees, no oxygen, no rain, in that area, and probably south of that area",2023-07-23T02:12:48Z,0,0.0,that our oxygen all those trees this is going to change the weather pattern completely no trees no oxygen no rain in that area and probably south of that area
@dennisp696969,thats because this peice of sh*t justin trudeau is giving all our canadian aid to ukraine instead of aiding canada ….. another propagation video from the liberals to make you believe climate change is worse then it actually is…… the liberals started the fires… just my opinion 🤡,2023-07-23T01:52:47Z,0,0.0,thats because this peice of sh t justin trudeau is giving all our canadian aid to ukraine instead of aiding canada another propagation video from the liberals to make you believe climate change is worse then it actually is the liberals started the fires just my opinion
@user-oi5mb3si2d,Repent,2023-07-23T01:44:47Z,0,0.0,repent
@jaron38,Lets keep throwing money at it. That always works.,2023-07-23T01:35:47Z,0,0.0,lets keep throwing money at it that always works
@fishsalted3560,is it true that the fire was started by Canadian firefighters for training  purpose but couldn't control it and become a global disaster?,2023-07-23T00:53:58Z,0,0.0,is it true that the fire was started by canadian firefighters for training purpose but couldn t control it and become a global disaster
@Keith-bs6wz,"Fire , Weapon of mass destruction . Pray for lots of rain and snow when the time comes for it.",2023-07-23T00:33:00Z,0,0.0,fire weapon of mass destruction pray for lots of rain and snow when the time comes for it
@mfratus2001,"Why don't they use dirt and sand? In a big fire like that, water probably evaporates before it even gets to the fire!",2023-07-23T00:06:04Z,0,0.0,why don t they use dirt and sand in a big fire like that water probably evaporates before it even gets to the fire
@hayden9642,"This is what happens when land is overmanaged. Sure, it stops wildfires for years but when they evantually ignite they have enough fuel to run for months.",2023-07-22T23:45:56Z,0,0.0,this is what happens when land is overmanaged sure it stops wildfires for years but when they evantually ignite they have enough fuel to run for months
@justinedwards6073,That's twenty five million acres that canadians can't hide in if they were to be attacked......,2023-07-22T22:52:16Z,0,0.0,that s twenty five million acres that canadians can t hide in if they were to be attacked
@Alfred.E.Newman,COME ON MAN  so  i guess we all know who is guilty of CLIMATE CHANGE  for the most particulates thrown into the air    way to go KANUKS,2023-07-22T22:35:15Z,0,0.0,come on man so i guess we all know who is guilty of climate change for the most particulates thrown into the air way to go kanuks
@papersoaps7090,What about sands? Doesn’t sand put out fire?,2023-07-22T22:26:58Z,0,0.0,what about sands doesn t sand put out fire
@brentchristopher7363,I’m waiting for the “It’s Trumps fault” story on the fires.,2023-07-22T22:09:52Z,1,0.0,i m waiting for the it s trumps fault story on the fires
@betsyross4508,"Here we go again, the D.O.D. using High Energy Weapons to start fires and try to blame it on their Fake Climate Change.  Americans know we are being attacked by our own government.",2023-07-22T22:06:49Z,1,0.0,here we go again the d o d using high energy weapons to start fires and try to blame it on their fake climate change americans know we are being attacked by our own government
@KVixen,"No matter your creed. race. or religion, could I please implore you to spend just a few moments praying for rain for Canada?
I'm Pagan, and I believe in prayer uniting people and the energy of good will.
Even if it seems silly to you, your good energy and intent put out into the universe CAN send a positive ripple effect, so please, just one moment for a rain prayer.

Thank you.",2023-07-22T21:54:30Z,0,0.0,no matter your creed race or religion could i please implore you to spend just a few moments praying for rain for canada i m pagan and i believe in prayer uniting people and the energy of good will even if it seems silly to you your good energy and intent put out into the universe can send a positive ripple effect so please just one moment for a rain prayer thank you
@johnnyelvis,Plandemic,2023-07-22T21:22:25Z,0,0.0,plandemic
@user-yz9fb7ck3k,Long time ago I saw that Belgium sprayed water into a jet engine and the mist lowered the temperature and soaked the forest area and extinguished the flames with less water.,2023-07-22T21:20:51Z,0,0.0,long time ago i saw that belgium sprayed water into a jet engine and the mist lowered the temperature and soaked the forest area and extinguished the flames with less water
@bonster101,Capitalism will kill us all.,2023-07-22T21:18:43Z,1,0.0,capitalism will kill us all
@AmbitiouslyVicious,"I remember back in like 2014 a wildfire got so big it reached my backyard, in rural Oregon- thankfully our neighborhood was surrounded by a fire line road + brush management, the fire went around our neighborhood but omg being 14 years old and my legal guardian was my 19 year old older sister & having to literally drive through a fire during evacuations- that sht was terrifying!! I wish I had my parents during a time like that. My little cousin was with us and she was crying her eyes out, probably wishing the same.",2023-07-22T21:11:52Z,11,0.0,i remember back in like 2014 a wildfire got so big it reached my backyard in rural oregon thankfully our neighborhood was surrounded by a fire line road brush management the fire went around our neighborhood but omg being 14 years old and my legal guardian was my 19 year old older sister having to literally drive through a fire during evacuations that sht was terrifying i wish i had my parents during a time like that my little cousin was with us and she was crying her eyes out probably wishing the same
@gary5807,"And it is all arson, look at the satellite pictures.",2023-07-22T20:56:13Z,0,0.0,and it is all arson look at the satellite pictures
@chalmerscharitycrouse7834,"Comment 4,156: They need to lay off the burn pits that are covering up for their crimes.

Why didn't they make fire breaks? They used to do it in California. Then the state said they could not afford it (what about their ""former offender"" as fireman program, though? Does someone want to talk about their ""union negotiation"" this upcoming week...?) and so private individuals carried it on, but there was not enough...In all this time, after what's been happening for years, they could not figure this out? their surveying budget did not already factor in where and in what manner to engage this? Oh I know, now it's an emergency...right?

No one needs a ""bikini"" today.

The Atlantic Ocean and those lakes can be cold...very cold...

If it is still burning, where do they think it's going to go?

Is it an actual ""wildfire"" or did someone leave the Atlantic seaboard vulnerable intentionally while they diverted through the Pacific Coast?

I mean, I am certain there are going to be ""medical claims"" regarding the ""smoke inhalation"" now, right?

How many in Upstate New York?

Are they part of an ""interstate trust?

Including ""medical trust?""

3:45 pm CST
July 22, 2023
Charity Colleen Crouse

Do they have the equipment on hand RIGHT NOW to cut fire breaks?

Do they know where to cut them?

Is anyone keeping track of when and in what matter they were aereal spraying in the last ten years?

3:46 pm CST
July 22, 2023
Charity Colleen Crouse

Dec. 22, 2022...That is when they bid this report, isn't it?

BOTH of those ""Environmental Law"" books were cleared out...and it has been a month since they threw out the third...

Not in New York...",2023-07-22T20:47:02Z,0,0.0,comment 4 156 they need to lay off the burn pits that are covering up for their crimes why didn t they make fire breaks they used to do it in california then the state said they could not afford it what about their former offender as fireman program though does someone want to talk about their union negotiation this upcoming week and so private individuals carried it on but there was not enough in all this time after what s been happening for years they could not figure this out their surveying budget did not already factor in where and in what manner to engage this oh i know now it s an emergency right no one needs a bikini today the atlantic ocean and those lakes can be cold very cold if it is still burning where do they think it s going to go is it an actual wildfire or did someone leave the atlantic seaboard vulnerable intentionally while they diverted through the pacific coast i mean i am certain there are going to be medical claims regarding the smoke inhalation now right how many in upstate new york are they part of an interstate trust including medical trust 3 45 pm cst july 22 2023 charity colleen crouse do they have the equipment on hand right now to cut fire breaks do they know where to cut them is anyone keeping track of when and in what matter they were aereal spraying in the last ten years 3 46 pm cst july 22 2023 charity colleen crouse dec 22 2022 that is when they bid this report isn t it both of those environmental law books were cleared out and it has been a month since they threw out the third not in new york
@derbyjackministry2,But they know how to start it!!!!!!,2023-07-22T20:45:24Z,0,0.0,but they know how to start it
@RoySATX,"Terribly tragic, and I thank all firefighters regardless of nationality.  Are Canada's forest management policies similar to the USs?  By that I mean a hands off approach except when it comes to fire suppression, where every fire is attempted to be put out and at the same time downed timber and brush is allowed to build up?  I know in the US this leads to an overabundance of fuel so ultimately there comes a time when there is just too much fuel and a fire starts that burns so hot it is extremely difficult to put out and the damage is far, far worse than if fire had come through earlier when there was less dry wood to burn.  We need better management, management that either better mimics nature, letting the occasional fire happen, or better management that is the opposite where we go in and clean out the fuel ourselves.  In any case, pray for the firefighters and for the forests.",2023-07-22T20:30:43Z,0,0.0,terribly tragic and i thank all firefighters regardless of nationality are canada s forest management policies similar to the uss by that i mean a hands off approach except when it comes to fire suppression where every fire is attempted to be put out and at the same time downed timber and brush is allowed to build up i know in the us this leads to an overabundance of fuel so ultimately there comes a time when there is just too much fuel and a fire starts that burns so hot it is extremely difficult to put out and the damage is far far worse than if fire had come through earlier when there was less dry wood to burn we need better management management that either better mimics nature letting the occasional fire happen or better management that is the opposite where we go in and clean out the fuel ourselves in any case pray for the firefighters and for the forests
@nicolelyle1522,Lots of prayers 😢,2023-07-22T20:15:00Z,0,0.0,lots of prayers
@user-wm5mc6xb1p,Stop the Jewish space lasers,2023-07-22T20:08:57Z,0,0.0,stop the jewish space lasers
@QUICKIRONS,Well maybe if the demonically possessed Atheists would quit trying to play God with the weather then things would become more normal...,2023-07-22T20:06:04Z,0,0.0,well maybe if the demonically possessed atheists would quit trying to play god with the weather then things would become more normal
@dabrula,Quick! Everyone take refuge in the predesignated 15-minute-cities that our governments made to avoid getting burned!,2023-07-22T19:55:37Z,0,0.0,quick everyone take refuge in the predesignated 15 minute cities that our governments made to avoid getting burned
@ignacio_Adidas007,Damn smoke in the main cities of child trafficking how convenient sounds planned especially after that movie sounds of freedom and what governments are willing to do to hide there secrets plus it kills Mother Nature at the same time just like Australia and Brazil,2023-07-22T19:54:56Z,0,0.0,damn smoke in the main cities of child trafficking how convenient sounds planned especially after that movie sounds of freedom and what governments are willing to do to hide there secrets plus it kills mother nature at the same time just like australia and brazil
@jackpaul7102,United States of Canadia,2023-07-22T19:49:17Z,0,0.0,united states of canadia
@somefrigginguy2844,"Wasn't this another terrorist attack done intentionally? I mean, everyone knows it",2023-07-22T19:47:46Z,0,0.0,wasn t this another terrorist attack done intentionally i mean everyone knows it
@realfun7188,"""controlled burn"" versus controlled deforestation... Thanks again",2023-07-22T19:47:03Z,0,0.0,controlled burn versus controlled deforestation thanks again
@Bronnie-kj5ek,Times of Revelations people. Repent and Prepare. ✌🏾💜,2023-07-22T19:46:31Z,0,0.0,times of revelations people repent and prepare
@faeglish420,i live in michigan and have only experienced the smell and smoke.. its horrible and feel so bad for those up north in Canada... i wish for all to be safe ❤,2023-07-22T19:43:24Z,4,0.0,i live in michigan and have only experienced the smell and smoke its horrible and feel so bad for those up north in canada i wish for all to be safe
@Fran-td7xv,"Great report, very well done. But I'm surprised that there wasn't a single mention of the main reason for these record wildfires : global warming. Disasters caused by global warming are just starting and they're going to get  so much worse. The type of solidarity that we see from the US firefighters is what we need. We will have to work together to overcome this existential threat.",2023-07-22T19:37:18Z,1,0.0,great report very well done but i m surprised that there wasn t a single mention of the main reason for these record wildfires global warming disasters caused by global warming are just starting and they re going to get so much worse the type of solidarity that we see from the us firefighters is what we need we will have to work together to overcome this existential threat
@profilmwork,"It's Almost like God is pissed, but i think if that were to be the case the arrogance of humans would not accept it.",2023-07-22T19:34:26Z,0,0.0,it s almost like god is pissed but i think if that were to be the case the arrogance of humans would not accept it
@morgansmith2087,"We have a similar problem here in Australia; where the local, state and federal government's totally neglect and mismanage reserves, state forests and national parks. And when we get bushfires, rather than admit their incompetence, they blame climate change.",2023-07-22T19:27:06Z,1,0.0,we have a similar problem here in australia where the local state and federal government s totally neglect and mismanage reserves state forests and national parks and when we get bushfires rather than admit their incompetence they blame climate change
@Mr_Ghee,Where's Greta thunberg. Or is she busy looking at pizza boxes.,2023-07-22T19:25:51Z,0,0.0,where s greta thunberg or is she busy looking at pizza boxes
@DrMomans,"""Officials can't stop it""

I never imagined you could stop a fire sitting behind a desk or giving fancy speeches

And why would you wait until the fire starts to stop it? From the aerial footage, the forest looks denser than Bigfoot's armpits. The key is preventing wild fires by methodical responsible logging. Every other 10 acres, you divide into lots and log every other acre inside it. While at it, you create emergency routes in the forest for easy fire fighter access in case of future fires. Then you re-plant new trees in the areas that were logged and leave it alone for a minimum of 10 years.

Young trees harvest more carbon than old ones, so basically win-win on all aspects. But God forbid we have too much lumber on the market and get affordable housing as a side effect. Home builders and their zoning ""officials"" friends won't like that",2023-07-22T19:24:14Z,0,0.0,officials can t stop it i never imagined you could stop a fire sitting behind a desk or giving fancy speeches and why would you wait until the fire starts to stop it from the aerial footage the forest looks denser than bigfoot s armpits the key is preventing wild fires by methodical responsible logging every other 10 acres you divide into lots and log every other acre inside it while at it you create emergency routes in the forest for easy fire fighter access in case of future fires then you re plant new trees in the areas that were logged and leave it alone for a minimum of 10 years young trees harvest more carbon than old ones so basically win win on all aspects but god forbid we have too much lumber on the market and get affordable housing as a side effect home builders and their zoning officials friends won t like that
@uuuuuuuuuuuu8uu8,i`ma  canadaian and I dont give a shit,2023-07-22T19:22:35Z,0,0.0,i ma canadaian and i dont give a shit
@kadenthefoxbat1450,"This has been going on in force in B.C. to this degree for the better part of a decade now. You look across a lake and you think you're staring out at the ocean because the smoke has completely obscured the far shoreline. Entire towns burned down, record setting heat, less and less precipitation annually, entire weeks without seeing the sun through the smoke living through a near-twilight haze. Firefighters from as far away as Australia brought in to help out and goodness knows they know a lot about brush fires. Just google Lytton.
Its a real tragedy though a lot of this is ancient brush and forest was due to burn eventually.

Happy to hear so many of our international friends are helping out with the fires.",2023-07-22T19:18:11Z,1,0.0,this has been going on in force in b c to this degree for the better part of a decade now you look across a lake and you think you re staring out at the ocean because the smoke has completely obscured the far shoreline entire towns burned down record setting heat less and less precipitation annually entire weeks without seeing the sun through the smoke living through a near twilight haze firefighters from as far away as australia brought in to help out and goodness knows they know a lot about brush fires just google lytton its a real tragedy though a lot of this is ancient brush and forest was due to burn eventually happy to hear so many of our international friends are helping out with the fires
@emmahaslam1905,"On a smaller scale, I've heard that wisteria which strangles the trees around it could play a useful role as a firebreaker in a forest.",2023-07-22T18:58:26Z,0,0.0,on a smaller scale i ve heard that wisteria which strangles the trees around it could play a useful role as a firebreaker in a forest
@TheJimprez,Sorry about that! From Canada...,2023-07-22T18:50:11Z,0,0.0,sorry about that from canada
@zaramacho1,Need more rakes ey,2023-07-22T18:39:29Z,1,0.0,need more rakes ey
@RED89P13,In the first place Canadian firefighters shouldn’t have asked nicely for it to stop burning.,2023-07-22T18:32:11Z,0,0.0,in the first place canadian firefighters shouldn t have asked nicely for it to stop burning
@Noah-td3pn,"A billon air probably created these ngl , end of the world is already here but be still and know who god is and god is love and still loves you",2023-07-22T18:26:34Z,0,0.0,a billon air probably created these ngl end of the world is already here but be still and know who god is and god is love and still loves you
@Noah-td3pn,"I am human and from earth thank you guys for protecting the earth and trying to stop the fire 
I am important because I am from earth 😄-type of energy in these comments",2023-07-22T18:24:50Z,0,0.0,i am human and from earth thank you guys for protecting the earth and trying to stop the fire i am important because i am from earth type of energy in these comments
@ispeed7013,Yay for free healthcare!,2023-07-22T18:24:23Z,0,0.0,yay for free healthcare
@jiggs8073,They should take helicopter with lot buckets and  throw water on fire. I think that will stop fire. Let me know if this works. Thanks,2023-07-22T18:24:00Z,0,0.0,they should take helicopter with lot buckets and throw water on fire i think that will stop fire let me know if this works thanks
@rustybedsprings2733,Been choke smokey in Alberta since May.  Our temperatures are above normal.  May was never hot.  I hate this.,2023-07-22T18:18:03Z,0,0.0,been choke smokey in alberta since may our temperatures are above normal may was never hot i hate this
@flowersforthedead5182,Im not much for thoughts and prayers but these brave souls are walking through hell and trying to stop the flames. Pray for them.,2023-07-22T18:03:16Z,0,0.0,im not much for thoughts and prayers but these brave souls are walking through hell and trying to stop the flames pray for them
@dan-tv1kp,'gigafire',2023-07-22T17:52:32Z,0,0.0,gigafire
@jasonmorgan661,Heres an idea....show the companies hiring people to go up north to work or help out ....people cant eat off good intentions. And volunteers need to know where the fish are biting.,2023-07-22T17:52:20Z,0,0.0,heres an idea show the companies hiring people to go up north to work or help out people cant eat off good intentions and volunteers need to know where the fish are biting
@ingramr88,It won’t be water but fire next time.,2023-07-22T17:47:33Z,0,0.0,it won t be water but fire next time
@xxxrevengexxx17x10,This is an assignment that everyone will or already hate this assignment in school💀,2023-07-22T17:45:10Z,0,0.0,this is an assignment that everyone will or already hate this assignment in school
@scottm.peters1473,"It's my fault. Me and some buddies went to Quebec a few months back and we were smoking a bong in the forest, and must have accidentally dumped some burning weed ash on the ground there... sorry guys",2023-07-22T17:33:05Z,0,0.0,it s my fault me and some buddies went to quebec a few months back and we were smoking a bong in the forest and must have accidentally dumped some burning weed ash on the ground there sorry guys
@tamitatangoto5134,"I had an idea but it probably would be hard-pressed to work 😊 I suppose.

 BUT WHY NOT ⁉️
 My Dad has a humongous aquifer under his land that they tap their well into. Why not tap into these aquifers underground making sprinkler systems overland that is easily caught on fire in hot weather months.😮
(The water does go directly into the house,.. there are also  spickets outside in different locations on the property in case there is a fire 🔥 water is available at that spicket.) (My Dad accomplished this design and functionality of water to the property from the aquifer all on his own,.. IF he can do that then certainly the forest service can do that.)

As the weather is approaching they can keep that land damp enough to prevent forest fires from happening in the first place.

Or to help control any fires that do start.

If you can draw water up from these aquifers for Wells to have water for your house why not to control forest fires 🤔⁉️🙋🏼‍♀️😁",2023-07-22T17:27:21Z,0,0.0,i had an idea but it probably would be hard pressed to work i suppose but why not my dad has a humongous aquifer under his land that they tap their well into why not tap into these aquifers underground making sprinkler systems overland that is easily caught on fire in hot weather months the water does go directly into the house there are also spickets outside in different locations on the property in case there is a fire water is available at that spicket my dad accomplished this design and functionality of water to the property from the aquifer all on his own if he can do that then certainly the forest service can do that as the weather is approaching they can keep that land damp enough to prevent forest fires from happening in the first place or to help control any fires that do start if you can draw water up from these aquifers for wells to have water for your house why not to control forest fires
@GotoHere,Who blew up the pipeline Joe Biden? Causing the largest release of greenhouse gases in the history of man.,2023-07-22T17:20:46Z,0,0.0,who blew up the pipeline joe biden causing the largest release of greenhouse gases in the history of man
@dvach6352,need to just let it burn. it's going to be worse and worse if you don't. it wouldn't be this bad if they had allowed a controlled burn,2023-07-22T17:13:25Z,0,0.0,need to just let it burn it s going to be worse and worse if you don t it wouldn t be this bad if they had allowed a controlled burn
@Bmmhable,"The most incredible thing of these segments is that they avoid to say the word climate change as if their lives depended on it. The irony is that the longer you avoid tackling it and hammering it home to the population that we must change our ways and get to net zero emissions asap, this is just the beginning.",2023-07-22T17:01:54Z,0,0.0,the most incredible thing of these segments is that they avoid to say the word climate change as if their lives depended on it the irony is that the longer you avoid tackling it and hammering it home to the population that we must change our ways and get to net zero emissions asap this is just the beginning
